time,loop_dt,x,y,z,vx,vy,vz,pitch,roll,yaw,pid_x,pid_y,pid_z,rc_lr,rc_fb,rc_ud,rc_yaw,tof_cm,barometer_m,height_cm,agx,agy,agz,vel_raw_x,vel_raw_y,vel_raw_z,pitch_raw,roll_raw,yaw_raw,battery:
1765315464.5898397,0.0,0.02327109813690185,0.012246787548065182,2.0939224523758644,0.01,0.01,0.0,0,-1,0,-1.130843891468179,-0.6898681519769289,-40,-1.130843891468179,-0.6898681519769289,-40,0,84,15972.999999999998,60,-45.0,-27.0,-965.0,1,1,0,0,-1,0,75
1765315464.630329,0.0,0.02367599010467529,0.012651679515838619,2.1611767357125045,0.01,0.01,0.0,0,-1,0,-1.147039590583854,-0.7060658406552732,-40,-1.147039590583854,-0.7060658406552732,-40,0,84,15972.999999999998,60,-45.0,-27.0,-965.0,1,1,0,0,-1,0,75
1765315464.6710186,0.0,0.02408288717269897,0.013058576583862301,1.6213530207137514,0.01,0.01,0.0,0,-1,0,-1.1633154814666953,-0.7223425273631836,40,-1.1633154814666953,-0.7223425273631836,40,0,84,15969.0,60,-45.0,1.0,-1059.0,1,1,0,0,-1,0,75
1765315464.7113311,0.0,0.024486012458801266,0.013461701869964596,1.4594059062141254,0.01,0.01,0.0,0,-1,0,-1.1794404961755454,-0.7384678604020606,33.909188373755526,-1.1794404961755454,-0.7384678604020606,33.909188373755526,0,84,15969.0,60,-45.0,1.0,-1059.0,1,1,0,0,-1,0,75
1765315464.7521646,0.0,0.024894347190856928,0.01387003660202026,1.127321771863983,0.01,0.01,0.0,0,-1,0,-1.1957738867636745,-0.7548013783222012,40,-1.1957738867636745,-0.7548013783222012,40,0,83,15966.999999999998,60,-47.0,-1.0,-860.0,1,1,0,0,-1,0,75
1765315464.7929254,0.0,0.025301954746246334,0.014277644157409664,1.0276965315589401,0.01,0.01,0.0,0,-1,0,-1.2120781895016126,-0.7711057319929426,28.412403539024986,-1.2120781895016126,-0.7711057319929426,28.412403539024986,0,83,15966.999999999998,60,-47.0,-1.0,-860.0,1,1,0,0,-1,0,75
1765315464.8333578,0.0,0.02570627927780151,0.01468196868896484,0.9978089594674274,0.01,0.01,0.0,0,-1,0,-1.2282511709727642,-0.7872787338372161,6.9081042196150175,-1.2282511709727642,-0.7872787338372161,6.9081042196150175,0,83,15966.999999999998,60,-47.0,-1.0,-860.0,1,1,0,0,-1,0,75
1765315464.8739603,0.0,0.02611230373382568,0.01508799314498901,1.5453426878402283,0.01,0.01,0.0,0,-1,0,-1.2444921492973091,-0.8035197203110092,-40,-1.2444921492973091,-0.8035197203110092,-40,0,82,15971.0,60,-26.0,-1.0,-1054.0,1,1,0,0,-1,0,75
1765315464.9146378,0.0,0.02651907920837402,0.01508799314498901,0.7296028063518138,0.01,0.0,0.0,0,-1,0,-1.2607631683126734,-0.6835197236041399,40,-1.2607631683126734,-0.6835197236041399,40,0,82,15963.999999999998,60,60.0,-29.0,-1009.0,1,0,0,0,-1,0,75
1765315464.9557858,0.0,0.026930558681488033,0.01508799314498901,0.4848808419052895,0.01,0.0,0.0,0,-1,0,-1.2772223472506061,-0.6355197249213922,40,-1.2772223472506061,-0.6355197249213922,40,0,82,15963.999999999998,60,60.0,-29.0,-1009.0,1,0,0,0,-1,0,75
1765315464.9970498,0.0,0.026930558681488033,0.015500633716583247,0.41146425257133223,0.0,0.01,0.0,0,-1,0,-1.157222347255955,-0.7528253483120625,36.93630700072937,-1.157222347255955,-0.7528253483120625,36.93630700072937,0,82,15963.999999999998,60,-36.0,-9.0,-908.0,0,1,0,0,-1,0,75
1765315465.0377972,0.0,0.026930558681488033,0.015908107757568356,0.389439275771145,0.0,0.01,0.0,0,-1,0,-1.1092223472580949,-0.8094443101622277,16.5445647294932,-1.1092223472580949,-0.8094443101622277,16.5445647294932,0,82,15963.999999999998,60,-36.0,-9.0,-908.0,0,1,0,0,-1,0,75
